Player,Nation,Pos,Team,Age,Standard_Min,Standard_Gls,Standard_Ast,Standard_CrdY,Standard_CrdR,Standard_xG,Standard_xAG,Standard_PrgC,Standard_PrgP,Standard_PrgR,Standard_Gls/90,Standard_Ast/90,Standard_xG/90,Standard_xAG/90,Shooting_SoT%,Shooting_SoT/90,Shooting_G/Sh,Shooting_Dist,Passing_Cmp,Passing_Total_Cmp%,Passing_TotDist,Passing_Short_Cmp%,Passing_Medium_Cmp%,Passing_Long_Cmp%,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Goalkeeping_GA90,Goalkeeping_Save%,Goalkeeping_CS%,Defense_Tkl,Defense_TklW,Defense_Att,Defense_Lost,Defense_Blocks,Defense_Sh,Defense_Pass,Defense_Int,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Succ%,Possession_Tkld%,Possession_Carries,Possession_PrgDist,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Misc_Fls,Misc_Fld,Misc_Off,Misc_Crs,Misc_Recov,Misc_Won,Misc_Lost,Misc_Won%
Levi Colwill,ENG,DF,Chelsea,21,3149,2,1,9,0,1.9,1.1,14,131,12,0.06,0.03,0.05,0.03,23.5,0.11,0.12,9.5,2338,89.3,42476,92.4,95.2,56.1,14,148,7,3,N/A,N/A,N/A,47,34,27,9,37,25,12,33,2904,383,1363,1417,140,36,50.0,41.7,1621,4028,12,1,14,8,2092,45,21,5,13,121,82,53,60.7
Lewis Cook,ENG,"MF,DF",Bournemouth,27,2978,1,3,8,1,0.9,4.1,33,158,52,0.03,0.09,0.03,0.12,28.6,0.12,0.07,23.4,1224,77.2,21139,85.4,85.2,45.4,48,157,26,11,N/A,N/A,N/A,81,42,67,30,30,11,19,41,1900,87,440,1010,470,20,65.0,35.0,825,2159,29,4,31,18,965,49,10,3,132,187,41,34,54.7
Lewis Dunk,ENG,DF,Brighton,32,2083,0,0,5,0,0.8,0.5,20,142,3,0.0,0.0,0.03,0.02,25.0,0.13,0.0,12.1,1778,91.0,32940,96.4,95.2,62.7,6,157,6,0,N/A,N/A,N/A,17,10,19,8,28,18,10,13,2127,258,993,1031,113,21,0.0,100.0,1341,3345,19,0,9,3,1556,7,11,2,5,104,51,31,62.2
Lewis Hall,ENG,DF,Newcastle Utd,19,2189,0,4,3,0,0.4,4.3,41,123,80,0.0,0.16,0.02,0.18,9.1,0.04,0.0,18.8,1300,81.7,21999,91.3,85.1,51.5,34,114,17,5,N/A,N/A,N/A,58,41,74,34,33,18,15,18,1820,95,623,804,414,47,52.4,33.3,950,2358,22,13,33,20,1094,9,21,1,110,119,30,31,49.2
Lewis Miley,ENG,MF,Newcastle Utd,18,313,1,0,0,0,0.5,0.0,2,17,8,0.29,0.0,0.16,0.01,66.7,0.58,0.33,14.6,168,88.0,2439,89.5,96.7,70.0,1,11,4,0,N/A,N/A,N/A,14,11,14,7,5,1,4,2,235,5,44,124,68,6,33.3,33.3,112,202,2,0,8,1,163,3,1,0,0,16,6,7,46.2
Liam Delap,ENG,FW,Ipswich Town,21,2593,12,2,12,0,9.3,1.9,61,30,110,0.42,0.07,0.32,0.07,43.9,1.01,0.15,16.0,219,61.3,3011,70.7,63.9,37.5,21,17,6,0,N/A,N/A,N/A,11,8,15,13,8,0,8,2,682,29,78,291,335,92,46.5,43.0,445,1586,46,30,104,60,537,72,51,14,5,68,55,74,42.6
Lisandro Martínez,ARG,DF,Manchester Utd,26,1751,2,1,7,0,1.3,1.1,23,117,7,0.1,0.05,0.07,0.06,35.3,0.31,0.12,15.9,1200,89.4,20292,94.2,93.0,55.2,9,91,18,2,N/A,N/A,N/A,40,24,36,15,22,8,14,32,1524,156,713,697,125,18,85.7,14.3,1017,3129,23,2,1,3,1069,22,7,0,9,81,16,13,55.2
Lloyd Kelly,ENG,DF,Newcastle Utd,25,303,0,1,2,0,0.4,0.5,0,9,5,0.0,0.3,0.12,0.14,0.0,0.0,0.0,7.3,146,80.7,2636,87.7,89.7,41.7,2,6,1,1,N/A,N/A,N/A,5,4,1,0,6,4,2,1,215,26,105,94,19,4,66.7,33.3,120,202,2,0,3,2,129,5,5,1,1,19,6,2,75.0
Lucas Bergvall,SWE,MF,Tottenham,18,1212,0,1,3,0,0.7,0.6,33,49,31,0.0,0.07,0.05,0.04,16.7,0.15,0.0,19.9,629,87.4,10567,91.9,89.8,74.6,11,53,7,3,N/A,N/A,N/A,39,19,32,15,18,8,10,24,885,36,188,478,232,22,46.7,44.4,531,1634,21,4,20,19,586,20,17,0,21,73,9,8,52.9
Lucas Digne,FRA,DF,Aston Villa,31,2351,0,4,4,0,0.8,4.7,23,57,142,0.0,0.15,0.03,0.18,23.1,0.11,0.0,22.7,956,74.9,15607,88.0,78.4,40.0,36,44,30,19,N/A,N/A,N/A,65,38,66,22,23,4,19,25,1527,97,541,457,539,28,47.4,47.4,683,1346,14,4,17,16,820,21,16,7,140,104,37,28,56.9
Lucas Paquetá,BRA,"MF,FW",West Ham,26,2380,4,0,10,0,5.3,3.1,26,155,85,0.15,0.0,0.2,0.12,7.7,0.11,0.05,19.5,1126,77.3,18683,84.3,78.7,64.7,36,132,44,4,N/A,N/A,N/A,66,37,55,28,29,4,25,18,1796,62,367,989,454,59,44.7,44.7,921,1416,34,2,54,51,1268,53,62,6,29,149,48,57,45.7
Luis Díaz,COL,FW,Liverpool,27,2399,13,5,2,0,12.0,5.0,108,110,293,0.49,0.19,0.45,0.19,42.3,1.13,0.18,13.4,736,84.2,11789,88.5,86.1,81.1,56,48,46,6,N/A,N/A,N/A,39,26,39,24,19,0,19,7,1184,17,90,409,706,167,45.7,44.0,780,2960,55,56,55,49,933,48,31,10,32,105,13,38,25.5
Luis Guilherme,BRA,"MF,FW",West Ham,18,150,0,0,0,0,0.4,0.1,4,5,16,0.0,0.0,0.25,0.05,25.0,0.6,0.0,13.6,58,86.6,894,97.4,88.9,62.5,3,5,3,2,N/A,N/A,N/A,1,0,3,3,7,0,7,3,99,3,19,40,41,5,53.8,30.8,51,165,3,1,4,3,69,0,4,0,8,7,2,1,66.7
Luis Sinisterra,COL,"FW,MF",Bournemouth,25,236,1,1,0,0,1.2,1.4,19,6,38,0.38,0.38,0.46,0.54,46.2,2.29,0.08,14.8,73,78.5,1067,91.7,68.8,100.0,9,6,2,2,N/A,N/A,N/A,7,2,4,4,3,0,3,1,155,7,18,41,96,23,40.0,50.0,95,393,6,10,6,3,102,4,2,1,7,17,3,7,30.0
Luke Shaw,ENG,DF,Manchester Utd,29,349,0,0,1,0,0.0,0.7,7,24,7,0.0,0.0,0.01,0.18,0.0,0.0,0.0,23.1,249,85.9,4252,92.9,90.8,60.6,5,20,3,1,N/A,N/A,N/A,4,3,2,0,6,1,5,2,317,26,128,149,42,4,0.0,100.0,226,548,8,0,2,0,248,3,1,0,11,9,3,2,60.0
Luke Thomas,ENG,DF,Leicester City,23,1110,0,0,3,0,0.4,0.5,5,37,16,0.0,0.0,0.03,0.04,0.0,0.0,0.0,16.8,493,78.4,8065,91.8,81.7,42.7,9,32,5,2,N/A,N/A,N/A,31,25,41,20,15,6,9,21,775,50,294,366,120,8,50.0,50.0,371,585,8,2,12,4,431,16,10,0,29,42,13,11,54.2
Luke Woolfenden,ENG,DF,Ipswich Town,25,1187,0,0,2,0,0.0,0.0,7,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,496,88.3,9196,96.7,93.8,52.7,0,31,0,0,N/A,N/A,N/A,9,6,5,3,21,14,7,19,694,147,407,278,9,3,N/A,N/A,368,1249,3,0,4,0,442,5,2,1,0,38,15,15,50.0
Mads Hermansen,DEN,GK,Leicester City,24,2385,0,0,1,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,654,61.0,17066,97.4,94.8,32.7,0,20,1,0,2.19,64.5,3.7,1,1,1,0,1,0,1,0,1147,831,1106,43,0,0,100.0,0.0,734,1904,0,0,1,0,625,0,3,0,0,17,4,1,80.0
Mads Roerslev,DEN,DF,Brentford,25,1101,0,2,2,0,0.2,3.0,17,51,54,0.0,0.16,0.02,0.24,40.0,0.16,0.0,20.8,422,78.7,6925,88.0,79.9,55.1,14,37,11,4,N/A,N/A,N/A,18,8,28,17,12,5,7,4,645,49,234,268,146,20,36.8,42.1,352,858,13,0,9,6,406,6,10,0,31,39,10,14,41.7
Malo Gusto,FRA,DF,Chelsea,21,1862,0,1,4,0,1.7,1.4,50,119,85,0.0,0.05,0.08,0.07,18.2,0.19,0.0,21.3,1198,86.5,19538,93.2,88.4,60.7,22,111,19,7,N/A,N/A,N/A,45,29,48,23,29,8,21,24,1595,64,387,772,451,43,25.0,68.8,882,2248,36,8,18,17,1072,20,20,2,53,119,9,15,37.5
Manuel Akanji,SUI,DF,Manchester City,29,2014,0,0,3,0,1.6,0.4,46,158,7,0.0,0.0,0.07,0.02,13.3,0.09,0.0,14.7,1632,93.6,27046,95.6,95.2,74.3,9,177,11,2,N/A,N/A,N/A,19,12,17,6,11,8,3,9,1881,119,559,920,405,19,100.0,0.0,1254,4234,64,0,5,5,1483,17,9,0,11,103,30,33,47.6
Manuel Ugarte,URU,MF,Manchester Utd,23,1785,1,2,11,0,1.0,1.1,16,61,20,0.05,0.1,0.05,0.06,21.1,0.2,0.05,21.7,800,87.9,13018,89.7,93.1,74.7,10,59,9,3,N/A,N/A,N/A,77,49,68,38,33,4,29,27,1161,46,331,639,211,16,56.3,31.3,668,1347,16,1,32,25,728,41,33,0,7,122,18,18,50.0
Marc Cucurella,ESP,DF,Chelsea,26,2988,5,1,10,1,2.8,2.1,35,118,117,0.15,0.03,0.08,0.06,45.8,0.33,0.21,16.1,1680,87.7,26450,94.0,89.4,56.1,19,121,12,3,N/A,N/A,N/A,67,45,61,29,49,16,33,28,2244,119,677,1045,532,75,26.7,60.0,944,2336,22,2,28,7,1385,37,38,3,31,130,32,57,36.0
Marc Guéhi,ENG,DF,Crystal Palace,24,3059,3,2,9,1,2.0,1.8,22,134,10,0.09,0.06,0.06,0.05,46.7,0.21,0.2,10.7,1473,83.5,28093,90.7,89.0,55.5,16,133,11,3,N/A,N/A,N/A,61,34,47,16,55,23,32,28,2131,311,1051,943,148,39,80.0,13.3,1142,2935,17,1,16,18,1330,24,27,1,13,146,68,58,54.0
Marco Asensio,ESP,MF,Aston Villa,28,743,3,1,2,0,4.4,1.0,22,45,38,0.36,0.12,0.54,0.12,40.9,1.09,0.14,19.6,242,77.3,3581,90.8,81.6,33.3,16,20,11,2,N/A,N/A,N/A,7,5,9,6,7,1,6,2,386,6,38,158,200,30,63.2,26.3,242,682,21,5,9,8,265,11,8,2,38,28,0,1,0.0
Marcos Senesi,ARG,DF,Bournemouth,27,1106,0,0,5,0,0.8,0.2,12,62,7,0.0,0.0,0.07,0.02,0.0,0.0,0.0,7.9,561,76.3,11536,87.3,85.9,49.4,3,79,13,3,N/A,N/A,N/A,39,21,31,17,16,7,9,14,889,73,391,427,82,16,60.0,40.0,554,1677,16,0,7,6,565,22,8,0,11,71,32,29,52.5
Marcus Rashford,ENG,FW,Aston Villa,26,444,2,2,0,0,3.1,2.3,22,13,42,0.41,0.41,0.62,0.46,27.8,1.01,0.06,19.4,117,71.3,1772,87.0,76.6,36.0,13,2,9,2,N/A,N/A,N/A,10,7,6,2,2,0,2,1,227,2,14,58,159,30,40.9,59.1,127,471,10,15,8,1,149,1,3,1,28,14,1,8,11.1
Marcus Tavernier,ENG,"FW,MF",Bournemouth,25,1939,3,5,6,0,5.5,4.0,53,128,129,0.14,0.23,0.25,0.19,29.8,0.79,0.05,21.1,689,73.8,11654,86.3,79.5,47.2,43,80,40,14,N/A,N/A,N/A,43,24,27,17,16,3,13,5,1196,20,135,468,622,58,43.1,47.7,705,2068,51,9,46,47,790,34,28,4,108,119,26,33,44.1
Mario Lemina,GAB,"MF,DF",Wolves,30,1364,1,3,4,0,1.4,1.1,8,48,21,0.07,0.2,0.09,0.07,27.8,0.33,0.06,21.9,493,80.4,9479,85.0,87.7,61.1,10,43,13,4,N/A,N/A,N/A,51,31,29,9,12,7,5,27,809,92,324,378,119,18,62.5,25.0,382,1038,12,2,21,11,482,17,8,4,10,73,25,16,61.0
Mark Flekken,NED,GK,Brentford,31,3275,0,2,1,0,0.0,0.5,0,0,0,0.0,0.05,0.0,0.01,N/A,0.0,N/A,N/A,1254,73.0,37000,98.1,97.6,49.2,3,50,2,0,1.51,73.4,18.9,4,4,9,6,2,0,2,0,1824,1436,1777,52,0,0,100.0,0.0,1122,3253,0,0,3,0,1015,0,3,0,0,39,4,0,100.0
Mark Travers,IRL,GK,Bournemouth,25,450,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,100,70.4,3469,100.0,96.2,51.8,0,3,0,0,1.0,80.0,20.0,0,0,0,0,0,0,0,0,162,144,159,3,0,0,N/A,N/A,85,188,0,0,0,0,68,0,1,0,0,3,1,0,100.0
Marshall Munetsi,ZIM,"MF,FW",Wolves,28,1078,2,1,0,0,3.3,1.8,9,10,35,0.17,0.08,0.28,0.15,31.8,0.58,0.09,15.0,152,71.7,1898,77.9,75.4,50.0,9,7,3,2,N/A,N/A,N/A,24,10,23,10,14,1,13,6,364,21,58,182,128,36,27.3,63.6,148,215,4,4,32,12,182,19,10,3,10,35,29,23,55.8
Martin Dúbravka,SVK,GK,Newcastle Utd,35,900,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,265,79.6,5932,100.0,100.0,40.2,0,0,0,0,1.2,70.7,50.0,0,0,0,0,0,0,0,0,350,262,337,14,0,0,N/A,N/A,202,643,0,0,0,0,175,0,1,0,0,18,4,0,100.0
Martin Ødegaard,NOR,MF,Arsenal,25,2325,3,8,4,0,4.8,5.4,92,258,154,0.12,0.31,0.19,0.21,31.3,0.58,0.04,19.2,1237,82.5,19237,90.5,86.8,54.8,63,132,86,5,N/A,N/A,N/A,19,11,25,21,5,0,5,6,1694,9,126,708,875,115,42.4,54.2,1174,3772,85,26,38,40,1336,12,23,1,86,97,8,7,53.3
Mason Mount,ENG,MF,Manchester Utd,25,622,1,0,3,0,3.2,0.6,15,33,41,0.14,0.0,0.47,0.08,45.0,1.3,0.05,15.0,207,81.8,3015,87.0,81.7,72.2,8,19,8,2,N/A,N/A,N/A,15,5,12,3,11,1,10,4,339,11,45,161,137,31,10.0,80.0,215,490,11,2,16,9,249,16,9,1,13,18,4,8,33.3
Massimo Luongo,AUS,MF,Ipswich Town,31,201,0,0,0,0,0.0,0.0,0,6,1,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,50,75.8,722,88.2,75.0,37.5,0,1,0,0,N/A,N/A,N/A,9,6,8,3,4,2,2,2,87,9,34,33,20,2,N/A,N/A,46,27,0,0,2,3,50,1,2,0,1,10,2,0,100.0
Mateo Kovačić,CRO,MF,Manchester City,30,2198,6,2,5,1,1.9,3.6,56,164,16,0.25,0.08,0.08,0.15,26.7,0.49,0.13,22.9,1742,92.6,27279,95.0,95.5,65.7,33,206,30,0,N/A,N/A,N/A,69,38,65,34,20,0,20,24,2123,53,318,1199,627,17,53.7,26.8,1445,3961,78,3,19,29,1729,24,26,0,0,114,10,9,52.6
Mateus Fernandes,POR,MF,Southampton,20,2909,2,4,8,0,4.0,3.0,76,145,108,0.06,0.12,0.12,0.09,33.3,0.43,0.05,18.7,1087,79.9,18406,87.9,85.9,56.1,34,98,27,6,N/A,N/A,N/A,89,48,72,39,43,8,35,28,1760,72,385,867,547,49,45.0,45.0,897,3143,70,9,58,36,1077,46,55,4,113,179,15,9,62.5
Matheus Cunha,BRA,"MF,FW",Wolves,25,2597,15,6,4,0,8.6,7.7,112,144,161,0.52,0.21,0.3,0.27,40.0,1.52,0.14,20.5,811,71.6,12850,85.3,76.0,44.2,56,92,58,10,N/A,N/A,N/A,38,22,39,26,21,1,20,17,1561,23,181,695,733,133,44.5,44.5,904,3336,95,41,80,55,1056,42,71,8,142,125,13,29,31.0
Matheus Nunes,POR,"DF,MF",Manchester City,25,1674,1,6,4,0,1.2,4.4,63,79,175,0.05,0.32,0.07,0.23,44.4,0.22,0.11,19.0,1065,86.3,16409,91.9,86.9,65.4,23,53,26,7,N/A,N/A,N/A,35,22,38,22,17,4,13,15,1416,47,251,560,614,62,46.3,34.1,866,2315,37,24,32,13,1013,30,20,6,45,70,14,19,42.4
Mathias Jensen,DEN,MF,Brentford,28,862,0,2,2,0,0.2,1.7,6,61,27,0.0,0.21,0.03,0.17,16.7,0.1,0.0,23.1,363,74.7,6736,88.1,77.3,54.4,16,42,19,3,N/A,N/A,N/A,14,10,16,8,15,4,11,8,573,27,126,243,207,9,52.9,35.3,300,598,12,0,9,7,350,7,10,0,33,48,8,5,61.5
Mathys Tel,FRA,FW,Tottenham,19,911,2,1,2,0,3.0,2.6,28,21,72,0.2,0.1,0.29,0.25,36.4,0.79,0.05,16.0,185,69.5,3172,79.5,73.2,58.8,14,12,14,4,N/A,N/A,N/A,16,6,13,8,8,1,7,2,414,9,58,150,217,40,28.3,58.5,266,805,23,11,28,15,279,14,16,1,35,38,4,7,36.4
Mats Wieffer,NED,"DF,MF",Brighton,24,1015,1,3,6,0,0.8,1.6,18,62,23,0.09,0.27,0.07,0.14,44.4,0.35,0.11,13.2,594,85.1,9762,90.2,86.6,76.0,16,53,9,2,N/A,N/A,N/A,58,34,47,15,18,2,16,17,867,55,223,450,206,22,46.7,46.7,483,1051,20,1,19,9,533,23,10,1,13,68,32,25,56.1
Matt Doherty,IRL,DF,Wolves,32,2109,2,1,6,0,1.0,1.5,29,79,41,0.09,0.04,0.04,0.07,30.0,0.13,0.2,11.4,1078,82.8,20102,90.1,87.0,61.8,12,94,15,1,N/A,N/A,N/A,38,21,25,8,28,15,13,22,1534,126,614,748,190,26,52.4,33.3,825,2176,20,4,11,5,982,18,11,2,22,106,56,21,72.7
Matt O'Riley,DEN,MF,Brighton,23,938,2,2,1,0,2.8,2.4,22,38,52,0.19,0.19,0.27,0.23,28.6,0.58,0.05,17.6,316,76.5,5018,88.5,81.2,47.6,21,30,8,1,N/A,N/A,N/A,16,9,13,9,7,3,4,13,525,20,80,232,215,47,61.5,30.8,275,544,12,8,19,4,307,16,13,2,51,29,5,8,38.5
Matthijs de Ligt,NED,DF,Manchester Utd,24,2123,2,0,3,0,2.5,0.3,7,55,6,0.08,0.0,0.1,0.01,50.0,0.38,0.11,7.9,1241,89.9,21810,94.2,94.4,49.1,6,63,2,1,N/A,N/A,N/A,30,22,32,9,29,21,8,33,1608,184,828,731,56,29,50.0,50.0,1078,2225,3,0,5,3,1158,16,12,2,6,68,58,29,66.7
Matty Cash,POL,DF,Aston Villa,26,2070,1,1,7,0,0.5,1.1,48,42,90,0.04,0.04,0.02,0.05,46.2,0.26,0.08,18.8,732,77.5,12171,89.2,78.7,49.1,10,39,10,5,N/A,N/A,N/A,56,32,43,12,22,8,14,23,1186,90,432,463,304,42,47.5,40.0,595,1864,38,4,20,10,654,27,20,1,40,81,20,20,50.0
Matz Sels,BEL,GK,Nott'ham Forest,32,3420,0,0,4,0,0.0,0.4,1,2,0,0.0,0.0,0.0,0.01,N/A,0.0,N/A,N/A,519,52.0,19289,100.0,98.2,36.9,2,45,4,0,1.21,73.9,34.2,1,1,1,0,0,0,0,0,1102,833,1082,20,0,0,N/A,N/A,528,1697,1,1,0,0,426,1,10,0,0,17,15,2,88.2
Max Kilman,ENG,DF,West Ham,27,3348,0,1,5,0,1.6,1.2,31,113,6,0.0,0.03,0.04,0.03,15.4,0.05,0.0,8.9,1697,86.7,32592,91.9,93.0,56.6,16,109,4,0,N/A,N/A,N/A,39,24,27,4,58,40,18,38,2374,464,1317,962,113,32,72.7,9.1,1270,3185,14,2,17,4,1581,23,13,2,4,146,113,55,67.3
Maxence Lacroix,FRA,DF,Crystal Palace,24,3116,1,1,5,0,3.4,1.0,8,65,7,0.03,0.03,0.1,0.03,16.7,0.14,0.03,10.8,1207,81.7,24841,85.4,90.6,54.6,8,71,4,2,N/A,N/A,N/A,68,41,47,15,48,22,26,54,1934,362,1184,672,85,45,57.1,28.6,1030,2203,6,0,21,6,1136,34,19,1,7,130,60,50,54.5
Michael Kayode,ITA,DF,Brentford,20,528,0,1,2,0,0.2,1.2,12,12,24,0.0,0.17,0.04,0.21,0.0,0.0,0.0,16.8,184,76.3,3294,87.1,78.8,48.6,8,12,3,2,N/A,N/A,N/A,17,11,13,4,3,0,3,7,313,23,101,121,97,13,50.0,44.4,144,500,7,3,13,3,143,8,3,0,10,34,9,4,69.2
Michael Keane,ENG,DF,Everton,31,1049,3,0,5,0,0.6,0.1,1,14,3,0.26,0.0,0.05,0.01,40.0,0.34,0.3,13.2,312,82.8,7049,88.9,91.3,75.3,2,21,0,0,N/A,N/A,N/A,12,9,15,7,14,10,4,16,513,106,295,198,22,17,0.0,100.0,229,290,1,0,2,2,286,9,0,0,1,26,26,20,56.5
Michail Antonio,JAM,FW,West Ham,34,836,1,1,1,0,2.2,1.6,29,18,59,0.11,0.11,0.24,0.17,21.1,0.43,0.05,12.6,114,60.6,2183,72.2,59.7,71.0,9,11,6,2,N/A,N/A,N/A,2,2,3,1,6,0,6,0,296,3,26,124,151,36,33.3,48.1,173,695,13,9,35,19,221,12,7,4,25,22,17,22,43.6
Micky van de Ven,NED,DF,Tottenham,23,1015,0,2,4,0,0.6,1.2,8,51,1,0.0,0.18,0.05,0.1,33.3,0.18,0.0,11.1,729,90.9,13817,91.9,96.6,62.5,2,50,1,0,N/A,N/A,N/A,10,6,14,6,12,8,4,10,895,110,460,408,36,9,50.0,50.0,620,1407,10,1,5,5,651,10,9,0,0,63,19,20,48.7
Miguel Almirón,PAR,FW,Newcastle Utd,30,157,0,0,0,0,0.5,0.3,3,6,18,0.0,0.0,0.3,0.15,33.3,1.15,0.0,14.2,54,81.8,707,92.9,81.3,33.3,3,3,1,0,N/A,N/A,N/A,3,2,3,1,2,0,2,0,81,1,10,35,36,9,50.0,50.0,54,93,3,2,0,2,59,1,3,2,0,4,0,2,0.0
Mikel Merino,ESP,"MF,FW",Arsenal,28,1586,7,2,4,1,5.9,2.0,11,69,94,0.4,0.11,0.34,0.11,34.2,0.74,0.18,10.7,451,78.2,6182,86.9,77.6,54.8,17,40,24,4,N/A,N/A,N/A,46,28,36,16,18,5,13,15,783,37,140,330,323,79,39.1,43.5,388,747,13,4,24,27,504,41,23,7,13,86,59,55,51.8
Mikey Moore,ENG,FW,Tottenham,16,366,0,1,0,0,0.2,0.3,12,9,40,0.0,0.25,0.05,0.08,0.0,0.0,0.0,19.5,67,69.8,853,93.3,60.0,28.6,3,2,5,1,N/A,N/A,N/A,2,1,4,4,2,0,2,1,142,4,17,43,83,13,11.8,76.5,106,374,6,5,10,7,107,3,7,3,16,11,1,6,14.3
Mikkel Damsgaard,DEN,"MF,FW",Brentford,24,2911,2,10,2,0,2.8,8.4,73,234,137,0.06,0.31,0.09,0.26,20.0,0.22,0.06,17.6,1107,72.4,19063,85.8,73.4,51.1,63,167,73,17,N/A,N/A,N/A,83,44,81,50,40,3,37,27,1883,36,331,863,713,76,51.5,37.1,1076,3075,54,9,63,47,1239,18,27,6,144,179,12,27,30.8
Milos Kerkez,HUN,DF,Bournemouth,20,3336,2,5,4,0,0.6,3.9,106,159,197,0.05,0.13,0.02,0.1,26.3,0.13,0.11,20.2,1346,75.8,20911,89.8,78.0,38.5,35,87,41,27,N/A,N/A,N/A,52,26,38,14,38,11,27,45,2158,112,552,900,731,69,45.8,33.3,1094,3711,73,16,49,22,1196,30,50,3,142,169,28,49,36.4
Mohamed Salah,EGY,FW,Liverpool,32,3371,29,18,1,0,25.2,14.2,155,144,488,0.77,0.48,0.67,0.38,41.3,1.33,0.17,14.5,892,70.6,13343,83.4,69.7,59.0,88,53,93,15,N/A,N/A,N/A,21,11,17,9,12,0,12,9,1695,11,97,500,1119,356,42.3,52.6,1150,3700,59,127,116,67,1407,25,39,18,79,101,9,14,39.1
Mohammed Kudus,GHA,"FW,MF",West Ham,23,2590,5,3,2,1,6.9,3.1,98,79,216,0.17,0.1,0.24,0.11,28.0,0.73,0.07,16.0,715,83.6,11695,90.5,88.9,68.2,31,46,29,15,N/A,N/A,N/A,38,23,27,17,24,1,23,4,1274,13,171,536,612,127,44.2,47.1,842,2613,59,42,77,93,989,39,64,18,81,138,11,40,21.6
Moisés Caicedo,ECU,"MF,DF",Chelsea,22,3351,1,2,11,0,0.8,3.0,43,215,37,0.03,0.05,0.02,0.08,15.0,0.08,0.05,25.3,1967,89.7,33834,92.6,92.3,76.4,30,235,34,2,N/A,N/A,N/A,114,73,86,32,49,10,39,49,2579,95,562,1570,476,15,45.3,34.4,1409,3384,38,2,37,25,1780,70,58,0,10,229,35,16,68.6
Morato,BRA,DF,Nott'ham Forest,23,907,0,0,5,0,0.2,0.0,1,19,1,0.0,0.0,0.02,0.0,50.0,0.1,0.0,8.6,238,77.0,3987,87.0,83.7,42.9,0,19,0,0,N/A,N/A,N/A,22,14,21,8,14,5,9,10,457,90,270,170,19,2,100.0,0.0,164,417,2,0,6,3,206,11,2,0,0,36,6,14,30.0
Morgan Gibbs-White,ENG,MF,Nott'ham Forest,24,2803,7,8,11,1,6.3,5.0,69,164,136,0.22,0.26,0.2,0.16,34.4,0.67,0.11,17.4,993,78.3,15389,85.2,82.2,58.9,51,128,41,10,N/A,N/A,N/A,43,22,33,16,18,5,13,23,1626,35,185,830,636,92,40.3,45.5,923,2566,52,13,70,44,1226,38,40,7,45,127,40,55,42.1
Morgan Rogers,ENG,"FW,MF",Aston Villa,22,3114,8,10,10,0,6.6,7.8,114,123,188,0.23,0.29,0.19,0.23,36.4,0.58,0.15,15.9,664,73.2,9771,81.3,76.0,75.4,51,73,56,3,N/A,N/A,N/A,43,22,47,23,26,7,19,6,1362,43,200,592,597,142,41.3,46.3,794,3232,68,33,114,74,956,50,51,2,27,119,13,52,20.0
Murillo,BRA,DF,Nott'ham Forest,22,3188,2,0,6,0,1.4,1.2,22,115,5,0.06,0.0,0.04,0.03,24.0,0.17,0.08,21.9,1138,78.5,22680,90.1,87.8,49.2,13,139,13,1,N/A,N/A,N/A,53,36,46,19,69,45,24,36,1918,421,989,840,105,24,73.0,27.0,821,2531,25,1,19,10,989,27,6,0,14,142,44,22,66.7
Mykhailo Mudryk,UKR,FW,Chelsea,23,151,0,0,0,0,0.3,1.0,7,5,12,0.0,0.0,0.15,0.58,100.0,0.6,0.0,11.6,28,66.7,431,70.8,66.7,50.0,2,2,2,1,N/A,N/A,N/A,2,2,0,0,3,1,2,0,62,3,12,15,38,6,37.5,62.5,39,227,8,0,3,7,42,2,2,1,7,9,2,4,33.3
Myles Lewis-Skelly,ENG,DF,Arsenal,17,1369,1,0,3,2,0.2,0.4,37,71,37,0.07,0.0,0.01,0.03,33.3,0.07,0.33,14.7,708,91.2,10525,96.1,91.8,58.3,8,66,10,2,N/A,N/A,N/A,22,14,11,1,4,1,3,7,905,28,178,476,265,17,42.9,32.1,526,1663,26,7,13,9,616,11,47,0,10,53,11,10,52.4
Nathan Aké,NED,DF,Manchester City,29,678,0,0,0,0,0.2,0.0,12,50,2,0.0,0.0,0.03,0.0,0.0,0.0,0.0,10.0,509,93.9,8321,98.0,97.1,58.8,1,42,1,0,N/A,N/A,N/A,9,7,6,2,7,2,5,3,596,51,205,331,61,5,100.0,0.0,403,1501,12,1,4,3,449,2,0,0,1,24,13,10,56.5
